Sukunimi;Lkm 2023; Lkm 2021;Yleisyysluokka
Råtts;37;38;1
Räbinä;140;142;2
Räfsbäck;44;45;1
Rähmönen;22;25;1
Räihä;1422;1431;3
Räihälä;80;81;1
Räike;42;43;1
Räikkä;152;154;2
Räikkälä;53;53;1
Räikkönen;853;868;2
Räinä;249;248;2
Räisä;126;127;2
Räisälä;120;122;2
Räisänen;4234;4301;3
Räkköläinen;80;79;1
Räme;0;20;0
Rämet;60;59;1
Rämä;686;698;2
Rämäkkö;75;75;1
Rämänen;219;212;2
Rämö;1479;1490;3
Ränkimies;20;20;1
Ränkman;21;0;1
Rännäli;116;117;2
Rännäri;28;30;1
Räntilä;129;132;2
Räsänen;8738;8883;3
Rätte;23;24;1
Rättel;28;23;1
Rätti;36;39;1
Rättilä;22;21;1
Rättyä;232;236;2
Rättäri;71;70;1
Rättö;244;245;2
Räty;2627;2662;3
Rääpysjärvi;70;71;1
Räätäri;31;31;1
Räävi;24;25;1
Röberg;26;28;1
Röblom;36;35;1
Rögård;43;41;1
Röj;0;20;0
Rökman;105;105;2
Röksä;87;92;1
Röman;95;95;1
Römer;20;0;1
Römpötti;82;80;1
Röning;92;90;1
Rönkkä;43;43;1
Rönkkö;2173;2200;3
Rönkkömäki;79;80;1
Rönkkönen;188;187;2
Rönkä;936;942;2
Rönkönharju;43;45;1
Rönn;519;522;2
Rönnback;56;56;1
Rönnbacka;58;56;1
Rönnberg;637;636;2
Rönnblad;153;159;2
Rönnbäck;23;22;1
Rönneberg;55;55;1
Rönnemaa;43;50;1
Rönngård;79;79;1
Rönnholm;332;335;2
Rönni;103;108;2
Rönning;35;35;1
Rönnkvist;97;94;1
Rönnlund;163;166;2
Rönnlöf;23;23;1
Rönnlöv;26;26;1
Rönnqvist;494;493;2
Rönnskog;27;29;1
Rönty;156;157;2
Röntynen;351;359;2
Rönö;37;36;1
Röpelinen;126;133;2
Röppänen;224;228;2
Rösch;21;21;1
Rösgren;22;22;1
Rössi;99;97;1
Rötkö;138;136;2
Rötkönen;60;64;1
Rötsä;33;33;1
Röyhkiö;48;50;1
Röynä;75;78;1
Röyskö;144;149;2
Röytiö;161;167;2
Röyttä;150;151;2
Saad;21;0;1
Saadetdin;52;53;1
Saahkari;20;21;1
Saahko;23;21;1
Saajanaho;26;26;1
Saajanlehto;20;20;1
Saajola;31;29;1
Saajoranta;33;34;1
Saajos;23;23;1
Saalamo;38;41;1
Saalasti;250;254;2
Saali;106;104;2
Saalimo;23;22;1
Saanila;32;32;1
Saanio;52;51;1
Saapunki;171;174;2
Saar;66;61;1
Saarainen;123;125;2
Saarakkala;67;70;1
Saaranen;511;515;2
Saaranluoma;41;42;1
Saareke;0;21;0
Saareks;85;86;1
Saarela;4606;4646;3
Saarelainen;1760;1787;3
Saarelma;209;215;2
Saarenheimo;107;107;2
Saarenkanta;20;0;1
Saarenketo;144;143;2
Saarenko;21;21;1
Saarenkoski;25;25;1
Saarenkylä;26;25;1
Saarenmaa;267;269;2
Saarenmäki;66;64;1
Saarenoja;79;79;1
Saarenpää;1179;1200;3
Saarentaus;82;83;1
Saarento;68;68;1
Saarentola;40;43;1
Saarenvirta;39;37;1
Saares;110;113;2
Saarhelo;32;30;1
Saari;7847;7906;3
Saariaho;255;256;2
Saarialho;25;26;1
Saarijoki;41;40;1
Saarijärvi;594;584;2
Saarikalle;50;49;1
Saarikallio;78;78;1
Saarikangas;107;108;2
Saariketo;28;31;1
Saarikettu;121;119;2
Saarikivi;290;295;2
Saarikko;706;715;2
Saarikkomäki;31;30;1
Saarikorpi;40;36;1
Saarikoski;1142;1148;3
Saarilahti;121;119;2
Saarilampi;99;100;1
Saarilehto;74;76;1
Saariluoma;28;30;1
Saarimaa;679;677;2
Saarimäki;491;490;2
Saarinen;14263;14536;4
Saariniemi;335;333;2
Saariniva;49;49;1
Saario;1145;1151;3
Saarioja;21;20;1
Saariokari;20;21;1
Saariranta;24;22;1
Saarisalo;61;62;1
Saarisilta;32;30;1
Saaristo;817;822;2
Saaristola;31;31;1
Saarits;27;28;1
Saaritsa;0;21;0
Saarivaara;38;37;1
Saarivainio;28;27;1
Saarivirta;187;189;2
Saarivuori;106;106;2
Saarman;92;96;1
Saarni;554;553;2
Saarnia;71;71;1
Saarnikko;33;32;1
Saarnilehto;41;40;1
Saarniniemi;23;22;1
Saarnio;769;760;2
Saarnisalo;32;32;1
Saarnisto;82;82;1
Saarnivaara;29;29;1
Saarno;28;27;1
Saarteinen;24;25;1
Saartenkorpi;24;24;1
Saartenoja;29;30;1
Saarti;35;38;1
Saartia;20;20;1
Saartila;32;32;1
Saarto;236;243;2
Saartoala;179;170;2
Saarva;25;26;1
Saarvo;22;22;1
Saastamoinen;3414;3462;3
Saatsi;98;98;1
Saavalainen;430;438;2
Saavinen;29;31;1
Saba;28;26;1
Sabel;99;99;1
Sabell;37;36;1
Sabir;34;32;1
Sacklén;53;53;1
Sadat;28;26;1
Sadeharju;143;145;2
Sademies;29;30;1
Sadik;49;48;1
Sadiku;77;65;1
Sadinmaa;122;119;2
Sadinmäki;77;79;1
Saeed;74;60;1
Saeedi;25;23;1
Safari;37;24;1
Safi;55;50;1
Sagulin;128;127;2
Saha;405;397;2
Sahakangas;66;70;1
Sahakoski;32;33;1
Sahala;119;123;2
Sahamies;66;68;1
Sahanen;124;122;2
Sahari;102;103;2
Saharinen;302;304;2
Sahi;246;232;2
Sahila;45;44;1
Sahiluoto;48;46;1
Sahimaa;41;36;1
Sahimäki;29;28;1
Sahin;117;108;2
Sahindal;42;41;1
Sahinoja;69;69;1
Sahiti;40;37;1
Sahla;130;129;2
Sahlakari;24;24;1
Sahlberg;517;515;2
Sahlbom;20;21;1
Sahlgren;98;98;1
Sahlgrén;20;20;1
Sahlin;42;42;1
Sahlman;437;437;2
Sahlstedt;95;98;1
Sahlsten;95;96;1
Sahlstén;45;43;1
Sahlström;278;272;2
Sahonen;35;35;1
Sahrakorpi;32;32;1
Sahramaa;55;56;1
Sahramo;26;25;1
Sahrman;45;42;1
Said;175;171;2
Saidi;25;21;1
Saija;28;24;1
Saijets;98;95;1
Saijonkivi;35;35;1
Saikanmäki;67;67;1
Saikka;30;30;1
Saikko;288;291;2
Saikkonen;1331;1336;3
Saikku;55;56;1
Sailamaa;23;23;1
Sailas;43;44;1
Sailavuo;21;22;1
Sailio;54;55;1
Sailo;30;30;1
Sailola;26;27;1
Saimala;26;27;1
Saimanen;37;36;1
Saine;407;407;2
Saini;59;56;1
Sainila;52;52;1
Sainio;2447;2474;3
Sainkangas;23;23;1
Sainmaa;87;91;1
Sainomaa;21;20;1
Saira;270;274;2
Sairanen;1324;1350;3
Sairiala;75;72;1
Sairinen;35;36;1
Sairio;110;112;2
Sairo;42;41;1
Sairola;20;21;1
Sajalahti;21;22;1
Sajaniemi;81;79;1
Sajantola;24;24;1
Sajasalo;21;21;1
Sajo;34;34;1
Sakala;87;91;1
Sakara;63;65;1
Sakaranaho;55;55;1
Sakari;130;133;2
Sakkara;92;96;1
Sakki;234;240;2
Sakkinen;26;27;1
Sakko;324;323;2
Saks;41;40;1
Saksa;555;557;2
Saksala;139;144;2
Saksanen;94;91;1
Saksela;26;26;1
Saksholm;47;49;1
Saksi;199;199;2
Saksinen;56;59;1
Saksio;42;44;1
Saksman;123;125;2
Saksola;32;33;1
Sala;51;50;1
Salad;35;33;1
Salah;55;49;1
Salakari;311;310;2
Salakka;485;489;2
Salakoski;23;23;1
Salama;304;300;2
Salander;48;44;1
Salanne;28;28;1
Salaspuro;30;30;1
Salaste;22;20;1
Salava;30;30;1
Saleem;23;22;1
Saleh;85;75;1
Salehi;44;42;1
Salejärvi;34;35;1
Salem;45;41;1
Salenius;468;474;2
Salento;56;56;1
Salermo;24;24;1
Salervo;27;28;1
Saleva;36;34;1
Sali;49;49;1
Salih;69;66;1
Salihi;46;38;1
Salihu;57;58;1
Salila;41;42;1
Salim;42;34;1
Salimi;42;37;1
Salimäki;109;110;2
Salin;1445;1454;3
Salinkangas;33;32;1
Salinmäki;20;20;1
Salinto;0;20;0
Salkimo;20;20;1
Salkinoja;35;35;1
Salko;88;91;1
Salkola;36;37;1
Salkolahti;28;28;1
Salkosalo;31;33;1
Salkunen;25;25;1
Salla;221;217;2
Sallanen;27;28;1
Sallanko;47;44;1
Sallanmaa;32;33;1
Sallanne;43;41;1
Sallasmaa;29;31;1
Salli;316;322;2
Sallila;145;145;2
Sallinen;2311;2319;3
Sallisalmi;30;26;1
Sallmén;142;143;2
Salman;82;76;1
Salmela;5182;5204;3
Salmelainen;200;201;2
Salmelin;260;261;2
Salmen;0;22;0
Salmén;176;174;2
Salmenaho;79;78;1
Salmenautio;75;76;1
Salmenhaara;56;55;1
Salmenius;30;30;1
Salmenkaita;23;23;1
Salmenkangas;57;55;1
Salmenkivi;74;71;1
Salmenniemi;26;25;1
Salmenoja;130;126;2
Salmenoksa;30;28;1
Salmenperä;45;45;1
Salmenpohja;33;33;1
Salmenpää;22;22;1
Salmensaari;29;30;1
Salmensuo;101;102;2
Salmensuu;129;124;2
Salmesvuori;50;52;1
Salmi;7426;7515;3
Salmia;67;67;1
Salmiheimo;43;42;1
Salmijärvi;363;359;2
Salmikangas;32;31;1
Salmikivi;144;143;2
Salmikunnas;29;30;1
Salmikuukka;22;24;1
Salmimaa;21;22;1
Salminen;14082;14310;4
Salminiemi;35;33;1
Salminiitty;25;26;1
Salminkoski;25;24;1
Salmio;202;199;2
Salmiosalo;20;20;1
Salmiranta;42;44;1
Salmirinne;55;54;1
Salmisto;26;27;1
Salmitie;22;22;1
Salmivaara;162;165;2
Salmivainio;24;24;1
Salmivalli;45;44;1
Salmivesi;22;20;1
Salmivirta;69;69;1
Salmivuori;139;140;2
Salmu;173;170;2
Salo;12677;12798;4
Saloharju;29;29;1
Saloheimo;110;111;2
Salojensaari;92;89;1
Salojoki;35;35;1
Salojärvi;257;257;2
Salokangas;437;437;2
Salokannas;31;32;1
Salokannel;355;347;2
Salokanta;21;22;1
Salokanto;42;42;1
Salokas;58;61;1
Salokivi;53;51;1
Salokorpi;134;136;2
Salokoski;174;180;2
Salola;64;66;1
Salolahti;69;68;1
Salolainen;26;26;1
Saloma;23;23;1
Salomaa;2236;2240;3
Salomaja;22;22;1
Salomies;23;25;1
Salomäki;964;970;2
Salonaho;42;43;1
Salonen;13407;13610;4
Saloniemi;381;389;2
Salonius;119;120;2
Salonkari;26;27;1
Salonmaa;47;47;1
Salonoja;112;112;2
Salonperä;20;20;1
Salonpää;275;270;2
Salonranta;60;61;1
Salonsaari;161;173;2
Salonurmi;38;37;1
Salonvaara;40;40;1
Salopelto;63;63;1
Salopino;25;24;1
Salopuro;72;73;1
Salopää;39;39;1
Saloranta;1015;1008;3
Salorinne;79;81;1
Saloriutta;20;0;1
Salosaari;40;42;1
Salo-Tuisku;28;26;1
Salovaara;1328;1342;3
Saloviin;22;23;1
Salovirta;59;57;1
Salovius;32;32;1
Salovuori;77;77;1
Salow;63;63;1
Salpakari;49;46;1
Salpakoski;30;29;1
Salsoila;20;20;1
Salste;34;34;1
Salstela;20;20;1
Saltbacka;38;37;1
Saltevo;22;22;1
Saltiola;39;41;1
Salunen;32;32;1
Salutskij;29;28;1
Salvén;32;29;1
Salvi;44;45;1
Salviander;30;29;1
Salvisto;30;30;1
Sam;21;0;1
Samadi;20;0;1
Samaletdin;84;82;1
Samanen;90;94;1
Samatar;23;23;1
Samelin;21;23;1
Sammal;37;37;1
Sammalinen;0;20;0
Sammalisto;185;181;2
Sammaljärvi;40;36;1
Sammalkangas;86;85;1
Sammalkorpi;51;53;1
Sammallahti;143;143;2
Sammalmaa;55;53;1
Sammalniemi;83;82;1
Sammatti;76;76;1
Sammela;26;26;1
Sammelvuo;20;20;1
Sammi;23;23;1
Samola;33;34;1
Samooja;21;0;1
Sampakoski;61;61;1
Sampo;136;135;2
Sampokoski;22;22;1
Sampolahti;22;23;1
Samposalo;22;22;1
Samppa;38;39;1
Samppala;150;157;2
Samsten;44;42;1
Samuel;26;23;1
Samuelsson;153;152;2
Samula;42;42;1
Samuli;86;90;1
Samulin;23;23;1
Sanaksenaho;164;162;2
Sanchez;83;75;1
Sand;324;324;2
Sandbacka;202;202;2
Sandberg;1765;1767;3
Sandblom;74;75;1
Sandborg;22;22;1
Sandbäck;34;36;1
Sandelin;656;657;2
Sandell;883;881;2
Sanden;35;37;1
Sandén;108;108;2
Sander;20;21;1
Sanders;23;21;1
Sanderson;21;20;1
Sandfält;20;20;1
Sandgren;133;130;2
Sandholm;518;515;2
Sandhu;40;36;1
Sandin;96;98;1
Sandkulla;40;40;1
Sandkvist;62;62;1
Sandler;37;38;1
Sandman;90;89;1
Sandqvist;242;241;2
Sandroos;69;71;1
Sandstedt;54;55;1
Sandström;1421;1433;3
Sandt;23;23;1
Sandvall;21;22;1
Sandvik;563;557;2
Sandås;124;127;2
Sane;49;48;1
Sanela;24;25;1
Saneri;32;32;1
Sangi;86;86;1
Sani;78;77;1
Sanila;20;20;1
Saniola;32;31;1
Sanisalo;22;22;1
Sankala;333;327;2
Sankamo;20;0;1
Sankari;280;277;2
Sankelo;40;39;1
Sankila;54;57;1
Sankilampi;78;79;1
Sanmark;29;24;1
Sannholm;69;69;1
Sannikka;45;46;1
Santa;61;61;1
Santaharju;166;171;2
Santaholma;56;54;1
Santahuhta;115;115;2
Santajoki;25;25;1
Santakallio;32;31;1
Santakangas;35;35;1
Santala;1604;1607;3
Santalahti;231;234;2
Santalainen;35;32;1
Santalo;46;47;1
Santaluoto;39;40;1
Santama;0;20;0
Santamaa;51;54;1
Santamala;25;25;1
Santamäki;237;239;2
Santanen;666;667;2
Santaniemi;105;106;2
Santaoja;55;55;1
Santapakka;62;65;1
Santapukki;58;58;1
Santasaari;42;40;1
Santasalo;96;96;1
Santavirta;55;57;1
Santavuori;197;196;2
Santi;29;29;1
Santikko;153;153;2
Santio;30;30;1
Santonen;125;129;2
Santoo;33;34;1
Santos;68;62;1
Santti;49;49;1
Santtila;56;58;1
Sanyang;29;22;1
Saonegin;25;25;1
Sapkota;46;39;1
Sappinen;232;231;2
Sara;146;150;2
Sara-aho;101;105;2
Sarajuuri;28;26;1
Sarajärvi;1130;1114;3
Sarala;59;60;1
Saralahti;22;22;1
Saralampi;63;65;1
Saralehto;40;42;1
Saramaa;26;25;1
Saramies;37;36;1
Saramo;72;74;1
Saramäki;168;166;2
Saranen;140;140;2
Saraneva;26;29;1
Saraniemi;131;127;2
Saranki;63;66;1
Saranko;37;36;1
Saranpää;588;603;2
Saransalmi;22;23;1
Sarantila;34;35;1
Sarantola;21;20;1
Saraperä;0;20;0
Sarapää;22;22;1
Sarasmo;21;21;1
Sarasoja;27;26;1
Saraste;272;265;2
Sarasti;27;25;1
Sarasto;49;49;1
Saravesi;32;33;1
Saravo;25;25;1
Sarekoski;31;31;1
Sarelin;23;22;1
Sarelius;21;21;1
Sarell;67;66;1
Saren;75;79;1
Sarén;382;374;2
Sarenius;41;41;1
Sares;20;20;1
Saresma;38;36;1
Sarha;0;23;0
Sari;31;27;1
Sarias;24;24;1
Sarikka;21;23;1
Sarimo;28;28;1
Sarin;502;507;2
Sarinko;46;46;1
Sario;134;136;2
Sariola;375;373;2
Sarivaara;84;83;1
Sarja;377;375;2
Sarjala;39;40;1
Sarjanen;122;126;2
Sarjanoja;117;115;2
Sarjomaa;56;53;1
Sarka;50;52;1
Sarkala;70;69;1
Sarkama;36;34;1
Sarkanen;106;106;2
Sarkaranta;35;36;1
Sarker;21;0;1
Sarkima;24;24;1
Sarkio;36;35;1
Sarkiola;24;24;1
Sarkki;174;178;2
Sarkkila;63;63;1
Sarkkinen;1168;1175;3
Sarkkola;20;20;1
Sarkola;155;158;2
Sarkonen;50;50;1
Sarkula;0;20;0
Sarlin;314;317;2
Sarling;45;44;1
Sarlomo;20;0;1
Sarlund;51;54;1
Sarmala;34;34;1
Sarna;20;0;1
Sarnikorpi;33;33;1
Sarnola;28;28;1
Sarola;41;43;1
Saros;53;52;1
Sarpakunnas;21;20;1
Sarpaneva;23;23;1
Sarparanta;90;91;1
Sarpila;44;43;1
Sarpo;39;39;1
Sarpola;201;202;2
Sarr;21;20;1
Sarre;185;186;2
Sarsama;22;23;1
Sarsila;34;37;1
Sartanen;21;0;1
Sartesuo;20;0;1
Sartolahti;36;36;1
Sartovuo;30;30;1
Sarttila;21;0;1
Sarva;29;28;1
Sarvala;35;33;1
Sarvas;26;27;1
Sarvasilta;21;21;1
Sarvela;121;130;2
Sarvi;226;225;2
Sarviaho;81;84;1
Sarviharju;24;23;1
Sarvijärvi;33;35;1
Sarvikas;73;71;1
Sarvikivi;30;30;1
Sarvilahti;61;59;1
Sarvilinna;39;37;1
Sarviluoma;30;30;1
Sarviranta;22;22;1
Sasi;51;52;1
Sassali;98;100;1
Sassi;628;630;2
Sassila;31;29;1
Satama;95;95;1
Satamo;77;77;1
Sateila;22;21;1
Satela;31;31;1
Sato;40;41;1
Satokangas;200;204;2
Satola;154;162;2
Satomaa;193;192;2
Satoniitty;33;33;1
Satopää;44;43;1
Satosaari;66;66;1
Satta;236;234;2
Sattanen;0;21;0
Satto;40;39;1
Satukangas;87;87;1
Satuli;69;66;1
Sauhke;42;42;1
Sauhula;30;31;1
Saukkio;34;33;1
Saukko;1630;1619;3
Saukkokoski;30;29;1
Saukkola;185;183;2
Saukkomaa;25;25;1
Saukkonen;1683;1700;3
Saukkoriipi;347;352;2
Saukkosaari;57;60;1
Saukola;29;27;1
Saukoniemi;37;36;1
Saukonoja;240;241;2
Saulamaa;72;72;1
Saulamo;31;33;1
Saulio;57;55;1
Sauna-aho;115;121;2
Saunajoki;26;26;1
Saunala;43;45;1
Saunalammi;22;22;1
Saunaluoma;24;24;1
Saunamäki;324;323;2
Saunanen;24;23;1
Saunavaara;59;60;1
Saunders;23;23;1
Saunio;35;33;1
Saura;79;79;1
Saurama;40;39;1
Sauramo;74;77;1
Sauramäki;87;87;1
Sauranen;114;114;2
Saurén;171;166;2
Saurento;22;20;1
Sauri;37;36;1
Sauriala;25;23;1
Saurila;24;24;1
Saurio;89;92;1
Sauro;21;22;1
Saurus;36;33;1
Sauso;67;70;1
Sauvala;68;67;1
Sauvola;172;173;2
Sauvolainen;47;45;1
Sauvula;22;20;1
Savage;30;27;1
Savakko;0;21;0
Savala;21;0;1
Savallampi;70;72;1
Savaloja;85;80;1
Savanainen;20;21;1
Savander;283;290;2
Savela;1354;1355;3
Savelainen;116;113;2
Savelius;130;128;2
Savén;54;54;1
Savenius;143;149;2
Saves;21;23;1
Savia;58;58;1
Saviahde;37;36;1
Saviaho;28;27;1
Saviaro;149;150;2
Saviharju;50;49;1
Savijoki;90;87;1
Savijärvi;78;78;1
Savikangas;37;40;1
Savikko;487;494;2
Savikkomaa;30;30;1
Savikoski;43;43;1
Savikuja;90;90;1
Savikurki;118;119;2
Savila;81;83;1
Savilaakso;262;266;2
Savilahti;157;159;2
Savilakso;31;31;1
Savilampi;176;184;2
Savilepo;32;33;1
Saviluoto;136;134;2
Savimäki;158;159;2
Savin;75;75;1
Savinainen;492;496;2
Savinen;208;208;2
Saviniemi;174;174;2
Savinko;21;21;1
Savio;75;76;1
Savioja;233;234;2
Saviola;24;24;1
Saviranta;174;176;2
Savirinne;33;33;1
Savisaari;45;44;1
Savisalo;51;50;1
Savisto;33;33;1
Savo;174;172;2
Savola;819;832;2
Savolahti;22;22;1
Savolainen;10823;10966;4
Savonen;483;494;2
Savonius;29;30;1
Savonlahti;50;47;1
Savonmäki;48;48;1
Savonniemi;32;32;1
Savukoski;203;205;2
Savunen;99;98;1
Savuoja;41;39;1
Savusalo;27;27;1
Sax;20;0;1
Saxberg;113;112;2
Saxelin;64;60;1
Saxell;46;45;1
Saxén;105;104;2
Saxholm;74;75;1
Saxlin;62;58;1
Saxlund;67;61;1
Saxman;56;56;1
Sayed;25;25;1
Schaaf;22;21;1
Schadewitz;72;71;1
Schakir;20;21;1
Schalin;93;93;1
Scharin;65;64;1
Schauman;210;208;2
Schavikin;70;68;1
Scheiman;38;39;1
Scheinin;45;41;1
Schemeikka;28;28;1
Schenk;21;21;1
Schildt;169;171;2
Schlegel;24;22;1
Schlobohm;26;24;1
Schmid;69;59;1
Schmidt;322;320;2
Schmitt;28;29;1
Schnabel;22;21;1
Schneider;165;155;2
Schorin;23;23;1
Schoultz;51;50;1
Schreck;47;48;1
Schreiber;52;51;1
Schrey;83;84;1
Schroderus;825;827;2
Schroeder;21;21;1
Schröder;157;153;2
Schubert;34;33;1
Schukov;37;36;1
Schulman;104;103;2
Schulte;27;26;1
Schultz;155;155;2
Schulz;108;105;2
Schulze;34;32;1
Schumacher;48;45;1
Schuravleff;25;25;1
Schutskoff;33;34;1
Schuvalow;44;43;1
Schwab;36;35;1
Schwartz;430;429;2
Schwarz;48;49;1
Schwela;21;22;1
Schütt;64;68;1
Schütten;25;26;1
Schütz;25;21;1
Schåman;20;20;1
Schäfer;33;34;1
Schärer;21;20;1
Schön;51;47;1
Schönberg;112;114;2
Scott;91;84;1
Sebbas;39;38;1
Sedergren;62;61;1
Sederholm;202;200;2
Sederlöf;32;31;1
Sederqvist;20;20;1
Sederström;28;27;1
Sedig;64;63;1
Sediqi;24;0;1
Seeck;56;53;1
Seessalo;29;29;1
Seeste;30;30;1
Seestie;21;21;1
Seferi;20;0;1
Seger;160;163;2
Segercrantz;79;80;1
Segerman;61;59;1
Segerroos;21;21;1
Segerstam;36;36;1
Segerstråle;38;35;1
Segerström;38;38;1
Segersven;46;49;1
Segersvärd;70;68;1
Segervall;59;58;1
Sehic;22;21;1
Seijari;59;58;1
Seikkala;40;39;1
Seikku;38;38;1
Seikkula;302;311;2
Seiko;20;20;1
Seikola;105;106;2
Seila;55;56;1
Seilo;127;124;2
Seilola;23;23;1
Seilonen;274;270;2
Seima;20;21;1
Seimelä;28;28;1
Seimola;22;22;1
Seine;28;28;1
Seinä;23;24;1
Seinälä;21;20;1
Seipiharju;20;0;1
Seiplax;24;24;1
Seipäjärvi;88;88;1
Seiriö;20;20;1
Seiro;33;35;1
Seise;30;29;1
Seistola;21;21;1
Seitajärvi;31;31;1
Seitala;51;52;1
Seitamo;20;22;1
Seitaniemi;39;39;1
Seiteri;74;76;1
Seitola;29;30;1
Seitsamo;0;20;0
Seitsonen;157;159;2
Seittenranta;62;58;1
Seitti;23;23;1
Seittu;24;23;1
Seitz;91;90;1
Seivo;29;28;1
Sejdiu;22;0;1
Sekhon;24;25;1
Sekki;76;75;1
Selander;258;260;2
Selén;37;39;1
Selenius;527;533;2
Selesniemi;30;29;1
Seligson;32;31;1
Selimi;42;38;1
Selin;1619;1635;3
Selinheimo;29;30;1
Selinkoski;20;22;1
Selinummi;48;48;1
Selivaara;21;20;1
Seliö;25;25;1
Seljavaara;29;29;1
Seljänperä;30;30;1
Selkamo;20;20;1
Selkee;109;111;2
Selkilä;24;23;1
Selkimäki;24;25;1
Selkäinaho;147;149;2
Selkälä;338;344;2
Selkämaa;96;97;1
Selkämö;21;21;1
Sell;149;144;2
Sellgren;44;46;1
Sellman;94;89;1
Sellmer;29;29;1
Selmani;33;29;1
Selonen;159;165;2
Selroos;38;39;1
Seluska;55;58;1
Selvenius;33;34;1
Selviranta;24;25;1
Selänne;100;103;2
Selänniemi;35;37;1
Selänpää;35;34;1
Semberg;44;45;1
Semenius;24;24;1
Semenoff;85;80;1
Semenoja;31;31;1
Semenov;53;50;1
Semenova;42;43;1
Semeri;38;39;1
Semi;147;151;2
Semskar;35;32;1
Sen;33;30;1
Senbom;29;28;1
Sengström;53;54;1
Senilä;32;34;1
Senkas;21;21;1
Senne;24;23;1
Sepp;27;26;1
Seppelin;122;117;2
Seppelvirta;29;28;1
Seppi;204;202;2
Seppinen;153;155;2
Seppo;60;60;1
Sepponen;679;685;2
Seppä;2302;2311;3
Seppäkoski;35;32;1
Seppä-Lassila;29;30;1
Seppälä;7984;8089;3
Seppäläinen;160;169;2
Seppä-Murto;29;33;1
Seppänen;7508;7565;3
Sepänmaa;51;53;1
Sepänmäki;25;23;1
Serén;31;30;1
Serenius;79;83;1
Sergeev;39;33;1
Sergeeva;43;36;1
Sergejeff;91;87;1
Sergelius;33;34;1
Serguskin;46;45;1
Serkelä;34;35;1
Serlachius;26;28;1
Serola;35;34;1
Serow;22;23;1
Serpola;30;31;1
Sertti;27;27;1
Serttilä;22;22;1
Servin;20;23;1
Servo;53;54;1
Setälä;1581;1594;3
Setänen;37;38;1
Seulanto;32;32;1
Seuna;54;54;1
Seuranen;114;119;2
Seuri;74;72;1
Seurujärvi;116;118;2
Seutu;0;20;0
Seva;0;20;0
Sevander;87;84;1
Sevelius;50;50;1
Sevenius;36;36;1
Severinkangas;91;91;1
Sevola;30;29;1
Sevon;157;156;2
Sevón;189;189;2
Seväkivi;27;27;1
Sevänen;39;40;1
Shabani;69;68;1
Shah;76;69;1
Shahzad;21;20;1
Shaikh;22;21;1
Shakir;25;23;1
Shala;100;94;2
Shalaby;21;0;1
Shams;23;22;1
Shaqiri;36;35;1
Sharif;60;55;1
Sharifi;90;85;1
Sharma;149;131;2
Sharp;33;29;1
Shaw;49;50;1
Sheekh;22;21;1
Sheikh;98;90;1
Sheikh Musse;26;26;1
Shemeikka;315;321;2
Shepherd;23;22;1
Sherifi;43;38;1
Shevchenko;42;34;1
Shi;24;23;1
Shire;35;32;1
Shirzad;24;0;1
Shnoro;77;81;1
Shrestha;82;66;1
Shuaibi;20;0;1
Shwe;29;29;1
Siad;26;22;1
Sianoja;41;43;1
Sibakov;90;91;1
Sibelius;72;69;1
Siberg;26;26;1
Sibomana;20;23;1
Sid;39;42;1
Sidbäck;22;22;1
Sidoroff;102;101;2
Sidorov;43;44;1
Sidorova;27;24;1
Sidorow;32;33;1
Siebenberg;27;26;1
Siegfrids;51;50;1
Siekkeli;123;123;2
Siekkinen;1507;1524;3
Siemssen;23;23;1
Sieppi;465;463;2
Sieppo;39;40;1
Sieranen;21;21;1
Sieranoja;33;34;1
Sierilä;30;30;1
Sierla;45;44;1
Siermala;227;229;2
Sietiö;38;38;1
Sievers;134;130;2
Sievi;36;36;1
Sievi-Korte;38;38;1
Sievilä;53;53;1
Sieviläinen;45;45;1
Sievinen;111;113;2
Sievistö;25;26;1
Sievola;76;78;1
Sievälä;74;73;1
Sievänen;727;752;2
Sigfrids;72;71;1
Sigfridsson;26;27;1
Sigg;80;78;1
Siggberg;45;46;1
Signell;61;61;1
Sigvart;38;38;1
Sihlman;46;43;1
Sihto;145;149;2
Sihtola;62;63;1
Sihvo;658;671;2
Sihvola;690;703;2
Sihvonen;2055;2095;3
Siidoroff;26;28;1
Siidorov;36;37;1
Siidorow;26;22;1
Siik;203;199;2
Siika;81;83;1
Siika-aho;130;136;2
Siikakoski;25;26;1
Siikala;131;133;2
Siikaluoma;199;197;2
Siikamäki;72;75;1
Siikanen;260;270;2
Siikaniemi;38;38;1
Siikaniva;26;26;1
Siikaoja;37;38;1
Siikaranta;41;42;1
Siikarla;74;73;1
Siikavirta;164;165;2
Siiki;92;92;1
Siikilä;41;40;1
Siikjärvi;39;40;1
Siikki;42;42;1
Siikonen;65;67;1
Siikström;32;34;1
Siilanen;24;24;1
Siilasvuo;24;25;1
Siili;116;118;2
Siilin;88;89;1
Siimekselä;26;28;1
Siimes;324;332;2
Siimestö;20;22;1
Siimesvaara;23;23;1
Siintola;22;22;1
Siipilehto;36;36;1
Siipo;125;129;2
Siipola;459;459;2
Siippainen;95;96;1
Siippola;36;35;1
Siira;932;941;2
Siirala;69;69;1
Siiri;80;81;1
Siirilä;516;517;2
Siiriä;26;27;1
Siiriäinen;95;99;1
Siiro;27;26;1
Siirola;34;32;1
Siironen;185;182;2
