Etunimi;Lkm 2023;Lkm 2021;Yleisyysluokka
Ann-Elisabeth;8;8;0
Annelise;23;23;1
Anne-Louise;9;9;0
Annely;18;16;1
Anne-Maaret;37;36;1
Anne-Maaria;31;32;1
Annemaarit;5;5;0
Anne-Maarit;582;588;2
Anne-Mai;32;32;1
Anne-Maij;7;7;0
Annemaija;7;7;0
Anne-Maija;213;217;2
Anne-Maiju;6;6;0
Annemaj;10;10;1
Anne-Maj;611;627;2
Anne-Margit;7;7;0
Annemari;530;532;2
Anne-Mari;2588;2596;3
Annemaria;36;34;1
Anne-Maria;1214;1218;3
Annemarie;73;73;1
Anne-Marie;1103;1116;3
Anne-Mariia;6;6;0
Anne-Marika;37;36;1
Anne-Marit;12;12;1
Anne-Marita;84;85;1
Anne-Maritta;28;28;1
Anne-Marja;190;192;2
Anne-Marjaana;8;8;0
Anne-Marjatta;14;15;1
Anne-Marjo;19;19;1
Anne-Marjukka;6;6;0
Anne-Marjut;45;45;1
Anne-Marketta;5;0;0
Anne-May;79;80;1
Annemi;34;31;1
Anne-Mi;7;8;0
Anne-Mie;6;6;0
Anne-Miia;5;5;0
Anne-Mirjami;5;5;0
Annemo;15;15;1
Annentytär;11;11;1
Anne-Riikka;10;10;1
Anneriina;5;5;0
Anne-Riitta;104;104;2
Anne-Sisko;14;15;1
Anne-Sofia;9;9;0
Anne-Sofie;13;12;1
Anne-Sophie;10;10;1
Annestiina;5;5;0
Annet;6;6;0
Annett;16;16;1
Annetta;16;16;1
Annette;1478;1483;3
Anne-Tuulia;5;5;0
Annevi;19;20;1
Ann-Gerd;7;7;0
Ann-Gret;14;15;1
Ann-Helen;81;80;1
Ann-Helén;9;9;0
Ann-Helene;11;11;1
Anni;19875;19927;4
Annia;5;5;0
Annica;442;438;2
Annick;6;6;0
Annicka;6;7;0
Annie;421;401;2
Annielina;0;5;0
Anni-Elina;59;60;1
Anni-Elisa;6;6;0
Anni-Ellen;6;6;0
Annie-Maj;5;5;0
Anni-Emilia;43;42;1
Anni-Erika;6;6;0
Anni-Eveliina;11;11;1
Anni-Helena;31;30;1
Anni-Ilona;24;23;1
Anniina;15325;15282;4
Anni-Inkeri;8;8;0
Anni-Julia;13;13;1
Annika;23577;23489;4
Anni-Kaarina;5;5;0
Annikaisa;17;17;1
Anni-Kaisa;70;72;1
Anni-Katri;9;9;0
Anniki;5;5;0
Annikka;784;788;2
Annikki;51740;55002;4
Annileena;20;20;1
Anni-Leena;38;38;1
Anniliina;45;44;1
Anni-Liina;11;11;1
Anni-Liisa;16;15;1
Annilotta;15;15;1
Anni-Lotta;27;26;1
Anni-Maaret;5;5;0
Annimaari;6;6;0
Anni-Maaria;19;19;1
Anni-Maarit;10;10;1
Annimaija;19;19;1
Anni-Maija;59;59;1
Anni-Maj;21;23;1
Annimari;68;68;1
Anni-Mari;93;94;1
Annimaria;47;45;1
Anni-Maria;203;204;2
Anni-Marie;7;7;0
Anni-Marja;16;16;1
Annina;2833;2819;3
Anni-Olivia;6;6;0
Anni-Pauliina;10;10;1
Anni-Reetta;7;8;0
Anni-Riikka;16;16;1
Anniriina;5;5;0
Anni-Riina;11;11;1
Anni-Riitta;11;11;1
Anni-Roosa;9;9;0
Annis;6;6;0
Anni-Saara;6;6;0
Anni-Sisko;0;5;0
Annisofia;8;8;0
Anni-Sofia;101;101;2
Anni-Stiina;5;5;0
Annita;14;14;1
Anni-Veera;8;8;0
Ann-Jeanette;14;14;1
Ann-Karin;5;5;0
Ann-Kathrin;8;8;0
Ann-Katrin;122;123;2
Ann-Katrine;26;26;1
Ann-Kristiina;6;6;0
Ann-Kristin;264;271;2
Ann-Kristina;9;9;0
Ann-Kristine;20;20;1
Ann-Len;14;14;1
Annlis;10;12;1
Ann-Lis;133;142;2
Ann-Louis;12;12;1
Ann-Louise;235;236;2
Ann-Maarit;15;15;1
Ann-Maj;155;165;2
Ann-Margaret;6;7;0
Ann-Margret;8;8;0
Annmari;99;100;1
Ann-Mari;1197;1235;3
Ann-Maria;49;51;1
Annmarie;41;40;1
Ann-Marie;644;650;2
Ann-Mary;8;9;0
Ann-May;28;28;1
Ann-Niina;7;8;0
Ann-Nina;33;34;1
Annoora;8;8;0
Annsofi;9;9;0
Ann-Sofi;376;379;2
Ann-Sofia;22;22;1
Annsofie;9;9;0
Ann-Sofie;333;335;2
Ann-Sophie;26;26;1
Annu;907;898;2
Annuka;16;16;1
Annukka;6390;6395;3
Annu-Leena;6;6;0
Annuli;86;87;1
Annuliina;16;15;1
Annu-Maaria;6;6;0
Annu-Maria;13;13;1
Annuska;16;15;1
Ann-Viol;13;13;1
Anny;17;20;1
Anong;6;5;0
Anoucha;5;0;0
Anouk;15;15;1
Anri;341;345;2
Anrietta;5;5;0
Anriika;6;6;0
Anriikka;21;22;1
Anriina;7;7;0
Anrika;13;13;1
Ansa;988;983;2
Ansaar;5;0;0
Ansela;14;14;1
Anseli;5;5;0
Anselica;11;11;1
Anseliga;6;6;0
Anseliina;14;14;1
Anselika;23;23;1
Anselina;9;9;0
Anselma;5;5;0
Anselmi;5;0;0
Anselmiina;18;17;1
Anshur;5;5;0
Ansku;23;16;1
Anssintytär;12;12;1
Ansu;8;8;0
Ansuliina;9;8;0
Antero;17;10;1
Anterontytär;5;5;0
Anthea;18;16;1
Anthonia;8;8;0
Antigona;13;13;1
Antintytär;175;166;2
Antje;18;18;1
Antoinette;148;143;2
Anton;16;12;1
Antonella;41;38;1
Antonetta;0;5;0
Antonette;5;5;0
Antonia;667;643;2
Antonie;9;8;0
Antonietta;11;9;1
Antoniina;23;24;1
Antonina;239;231;2
Antonovna;5;5;0
Antonsdotter;5;5;0
Antrea;11;11;1
Anttila;5;5;0
Anttoniina;14;13;1
Anttonina;7;7;0
Anttoona;11;10;1
Anttuuna;12;12;1
Anu;13371;13431;4
Anu-Elina;18;18;1
Anu-Emilia;6;5;0
Anu-Eveliina;5;5;0
Anu-Hannele;7;7;0
Anu-Helena;7;7;0
Anu-Inkeri;5;5;0
Anu-Johanna;13;13;1
Anu-Kaarina;9;9;0
Anukaisa;7;7;0
Anu-Kaisa;27;27;1
Anu-Katariina;7;6;0
Anu-Katri;7;7;0
Anu-Katriina;5;5;0
Anu-Kristiina;18;18;1
Anuleena;9;8;0
Anu-Leena;34;34;1
Anuliina;68;67;1
Anu-Liina;13;13;1
Anuliisa;21;21;1
Anu-Liisa;39;39;1
Anu-Maaria;14;14;1
Anu-Maarit;55;56;1
Anu-Maija;24;24;1
Anumari;11;11;1
Anu-Mari;36;36;1
Anumaria;6;6;0
Anu-Maria;54;55;1
Anu-Marika;11;11;1
Anu-Marja;11;12;1
Anu-Marjaana;7;7;0
Anu-Minna;5;5;0
Anu-Pauliina;12;12;1
Anuradha;8;8;0
Anu-Reetta;7;7;0
Anuriikka;13;13;1
Anu-Riikka;70;70;1
Anu-Riina;7;7;0
Anu-Riitta;10;10;1
Anusha;5;5;0
Anushka;5;5;0
Anu-Sisko;8;8;0
Anu-Susanna;16;16;1
Anu-Tiina;5;5;0
Anu-Tuulia;10;10;1
Anvi;13;13;1
Anwar;18;17;1
Anwen;5;5;0
Anya;95;87;1
Anyango;6;5;0
Anzal;16;10;1
Anzela;13;13;1
Anzelika;18;16;1
Anzhela;16;15;1
Anzhelika;31;27;1
Aoife;11;9;1
Aparecida;6;6;0
Apila;38;34;1
Apinya;6;5;0
Apollonia;43;40;1
Apolonia;10;10;1
April;62;58;1
Aprilia;6;6;0
Aqeel;7;0;0
Aqsa;8;6;0
Aqviliina;7;5;0
Ara;17;15;1
Arabella;54;51;1
Araceli;8;8;0
Aradia;6;5;0
Arafat;5;0;0
Aralia;21;20;1
Aram;6;6;0
Aramide;6;0;0
Aranka;9;8;0
Araya;15;13;1
Arbenita;9;9;0
Arbnora;6;6;0
Archana;6;0;0
Arda;5;0;0
Ardita;20;19;1
Ardo;5;5;0
Aree;5;0;0
Areej;5;0;0
Arelia;7;7;0
Areliina;5;5;0
Aretha;5;5;0
Aretta;33;32;1
Arezo;11;12;1
Arezoo;10;7;1
Arezu;10;9;1
Argentina;7;7;0
Aria;89;69;1
Ariadna;17;16;1
Ariadne;26;23;1
Arian;5;5;0
Ariana;242;198;2
Ariane;32;28;1
Arianna;136;120;2
Arianne;34;34;1
Ariel;271;238;2
Ariela;103;90;2
Ariella;63;52;1
Arielle;35;27;1
Arietta;11;11;1
Arif;8;8;0
Arife;5;5;0
Ariitta;5;5;0
Arija;5;5;0
Arin;16;12;1
Arina;176;153;2
Arintytär;62;62;1
Arisa;20;16;1
Arisara;6;7;0
Arisha;0;5;0
Arita;86;86;1
Aritta;8;8;0
Ariya;14;12;1
Arja;19458;19879;4
Arja-Anneli;7;7;0
Arja-Hannele;6;6;0
Arja-Helena;10;10;1
Arja-Kaarina;9;9;0
Arja-Kaisa;5;5;0
Arjaleena;6;6;0
Arja-Leena;270;272;2
Arjaliisa;6;6;0
Arja-Liisa;300;306;2
Arja-Maarit;9;9;0
Arja-Maija;19;20;1
Arja-Riitta;100;101;2
Arja-Sisko;18;18;1
Arja-Terttu;10;10;1
Arja-Tuulikki;7;7;0
Arjeta;5;5;0
Arla;267;271;2
Arla-Maria;5;5;0
Arleena;20;20;1
Arlena;17;16;1
Arlene;89;87;1
Arlette;22;21;1
Arlinda;24;23;1
Arline;11;11;1
Arma;31;29;1
Armas;9;0;0
Armelle;6;5;0
Armi;4054;4043;3
Armida;277;270;2
Armiida;357;344;2
Armiina;7;7;0
Armiita;6;6;0
Armi-Liisa;5;0;0
Armina;5;0;0
Arminda;5;5;0
Armine;5;0;0
Armita;6;5;0
Arna;55;56;1
Arnella;5;5;0
Arnevi;45;45;1
Arnika;5;5;0
Arnikki;8;9;0
Aro;7;5;0
Aroha;11;10;1
Aronia;31;29;1
Arpa;5;5;0
Arra;6;7;0
Arsema;5;0;0
Arta;24;23;1
Artemis;52;35;1
Artemisia;8;0;0
Artina;7;6;0
Artontytär;31;30;1
Aruna;9;8;0
Arvida;7;5;0
Arwa;18;13;1
Arwen;40;37;1
Arya;50;39;1
Aryan;5;5;0
Aryana;14;12;1
Arzo;7;6;0
Arzu;13;12;1
Asa;7;6;0
Asaad;8;8;0
Asabea;5;0;0
Asad;33;25;1
Asal;24;18;1
Asantewaa;9;9;0
Aseel;9;7;0
Asel;7;5;0
Asena;8;7;0
Asenat;6;0;0
Asha;93;84;1
Ashlee;6;6;0
Ashleigh;5;5;0
Ashley;59;53;1
Ashna;7;7;0
Asho;20;19;1
Ashraf;13;12;1
Ashti;5;5;0
Asia;31;26;1
Asif;7;7;0
Asikainen;5;5;0
Asil;8;7;0
Asiya;26;23;1
Asiyah;6;5;0
Asja;9;10;0
Askontytär;10;10;1
Asla;31;27;1
Asli;33;32;1
Aslög;35;39;1
Asma;124;109;2
Asmaa;53;46;1
Asmar;6;0;0
Asmara;5;0;0
Asmin;18;17;1
Asmita;5;0;0
Asna;5;0;0
Aspasia;6;6;0
Asra;30;25;1
Asraa;0;5;0
Asrin;13;13;1
Assi;453;448;2
Assia;9;7;0
Asta;4451;4557;3
Asta-Leena;6;6;0
Asta-Maria;7;7;0
Aster;47;42;1
Astera;6;0;0
Asteri;57;63;1
Asteria;7;0;0
Astra;25;24;1
Astrea;14;11;1
Astri;32;27;1
Astrid;2984;2889;3
Astrit;5;5;0
Asya;18;13;1
Atanasova;7;6;0
Atef;9;9;0
Atefa;6;6;0
Atefeh;5;5;0
Atena;11;11;1
Atentytär;6;5;0
Ateya;5;5;0
Athanasia;5;5;0
Athena;76;54;1
Athene;33;33;1
Athina;34;31;1
Atia;5;0;0
Atieno;27;25;1
Atina;5;5;0
Atiya;5;5;0
Atlanta;16;15;1
Atlas;19;8;1
Atsalea;14;10;1
Aubrey;5;5;0
Audrey;57;49;1
Audrina;5;0;0
August;16;7;1
Augusta;542;532;2
Auguste;10;9;1
Augustiina;30;29;1
Augustina;20;20;1
Augustine;12;11;1
Aukusta;29;29;1
Aukusti;5;0;0
Aukustiina;8;8;0
Aula;29;34;1
Auli;4154;4247;3
Auliina;8;8;0
Aulikki;10572;10927;4
Aulimaija;5;5;0
Auli-Maija;8;8;0
Auli-Marja;6;6;0
Auli-Sisko;5;5;0
Aulona;14;14;1
Auma;8;8;0
Aune;7203;7984;3
Aune-Inkeri;5;5;0
Aune-Maija;5;0;0
Aune-Maria;8;9;0
Aunetta;11;11;1
Auni;316;299;2
Aunikki;7;7;0
Aura;1668;1637;3
Aure;24;25;1
Aurea;33;29;1
Aureelia;36;33;1
Aurela;10;10;1
Aurelia;1310;1139;3
Aurélia;11;8;1
Aurelie;15;14;1
Aurélie;12;11;1
Auri;345;321;2
Auria;13;11;1
Auriina;31;30;1
Auringonkukka;15;14;1
Aurinko;119;113;2
Auroora;1161;1093;3
Aurora;22923;20465;4
Aurore;13;12;1
Auruura;12;15;1
Autere;5;0;0
Autumn;9;7;0
Auvikki;24;28;1
Auvo;15;16;1
Ava;1452;1305;3
Avalia;12;8;1
Avalon;19;17;1
Ava-Maria;7;7;0
Avan;12;9;1
Ava-Sofia;8;7;0
Ave;21;17;1
Avelia;60;42;1
Aveliina;17;16;1
Avelina;24;18;1
Aveline;13;11;1
Avella;71;40;1
Avena;18;14;1
Avery;7;7;0
Avesta;16;13;1
Aviana;8;5;0
Avianna;8;5;0
Aviela;6;6;0
Avigail;10;9;1
Avila;7;7;0
Avilla;43;38;1
Avin;22;20;1
Aviva;41;38;1
Avril;12;11;1
Avrora;9;7;0
Awa;70;66;1
Awad;12;9;1
Awadh;6;5;0
Aweis;6;6;0
Awil;18;16;1
Awin;5;5;0
Awino;7;7;0
Awuor;11;11;1
Axa;23;23;1
Axel;7;6;0
Axelia;7;7;0
Axelina;31;31;1
Axelle;6;5;0
Aya;99;85;1
Ayaan;74;71;1
Ayaat;6;0;0
Ayad;13;11;1
Ayah;16;12;1
Ayala;9;9;0
Ayan;93;89;1
Ayana;19;14;1
Ayanle;6;5;0
Ayanna;6;0;0
Ayat;17;12;1
Ayda;32;32;1
Aye;15;16;1
Ayele;6;5;0
Ayesha;27;25;1
Ayfer;5;0;0
Ayla;101;77;2
Aylin;77;63;1
Ayman;13;12;1
Aynalem;5;5;0
Aynur;21;20;1
Ayomide;16;13;1
Aysan;7;5;0
Ayse;62;60;1
Aysegül;11;10;1
Aysel;18;18;1
Aysha;25;25;1
Aysu;6;6;0
Ayten;10;10;1
Ayu;7;6;0
Ayuub;5;5;0
Aza;6;6;0
Azadeh;15;15;1
Azalea;14;11;1
Azam;6;6;0
Azeb;7;7;0
Azemine;7;7;0
Azhaar;9;6;0
Azhar;7;7;0
Aziiza;6;0;0
Azin;6;6;0
Azita;11;10;1
Aziz;30;28;1
Aziza;31;29;1
Azize;8;8;0
Azra;62;56;1
B.;6;6;0
Ba;5;5;0
Baba;5;0;0
Babette;15;15;1
Baby;5;7;0
Bach;9;7;0
Badria;6;5;0
Bafrin;6;6;0
Bahaa;6;0;0
Bahar;61;55;1
Bahare;7;7;0
Bahareh;9;0;0
Bahati;6;5;0
Bahia;7;7;0
Bahija;6;6;0
Bahja;15;12;1
Bahjo;5;0;0
Bahra;5;5;0
Bahrije;6;6;0
Bailey;8;6;0
Balqisa;5;5;0
Bambi;19;17;1
Banaz;7;7;0
Bang;9;8;0
Bani;6;6;0
Banu;12;11;1
Bao;67;56;1
Baraa;10;7;1
Barakat;5;0;0
Baran;15;14;1
Barbara;362;362;2
Barbi;12;12;1
Barbra;6;5;0
Barbro;1229;1257;3
Barita;16;17;1
Barre;8;6;0
Bashiir;14;13;1
Bashir;51;48;1
Basma;20;16;1
Bassam;7;5;0
Batool;16;13;1
Batoul;7;0;0
Batseba;0;6;0
Batul;10;9;1
Baya;6;6;0
Bayan;13;12;1
Be;14;14;1
Bea;1018;797;3
Béa;6;5;0
Beada;68;62;1
Bea-Maria;5;5;0
Beanna;10;7;1
Beata;1044;950;3
Beáta;16;12;1
Beate;45;45;1
Beatha;6;6;0
Beatric;5;6;0
Beatrice;1281;1274;3
Béatrice;18;17;1
Beatris;9;8;0
Beatrise;6;6;0
Beatrix;60;57;1
Beatriz;69;63;1
Beatta;26;26;1
Bebe;9;6;0
Beda;180;175;2
Bee;9;7;0
Beea;106;78;2
Beeda;97;88;1
Beerit;31;31;1
Beeta;5;0;0
Begard;5;5;0
Begum;6;6;0
Behije;7;6;0
Bei;7;7;0
Bela;10;10;1
Belen;9;6;0
Belén;8;8;0
Belicia;5;0;0
Belina;5;5;0
Belinay;5;0;0
Belinda;275;272;2
Bella;680;555;2
Bella-Maria;6;6;0
Bellatrix;5;0;0
Belle;39;32;1
Belma;12;13;1
Ben;6;6;0
Benedetta;9;8;0
Benedicta;12;12;1
Benedicte;12;12;1
Benedikta;8;8;0
Benedikte;9;9;0
Bengta;5;6;0
Bengtsdotter;8;8;0
Benin;13;11;1
Benina;13;13;1
Benita;1314;1332;3
Benitta;6;6;0
Benjamin;20;10;1
Bent;26;26;1
Bente;8;9;0
Bera;5;5;0
Beren;6;6;0
Berenice;8;7;0
Berenike;8;8;0
Berfin;62;60;1
Berina;7;7;0
Berit;1214;1288;3
Berita;8;8;0
Beritan;10;9;1
Berith;23;25;1
Beritta;5;5;0
Berivan;31;28;1
Berna;5;0;0
Bernadette;32;32;1
Bernhardina;5;5;0
Bernice;225;228;2
Berrin;5;5;0
Berta;69;77;1
Bertha;59;59;1
Bertilsdotter;5;5;0
Bertina;11;11;1
Bertta;952;1036;2
Beryl;18;19;1
Besa;11;10;1
Besarta;14;13;1
Besiana;5;5;0
Bess;8;8;0
Beth;19;17;1
Bethany;11;8;1
Bethel;12;10;1
Betina;16;16;1
Betra;5;5;0
Betsy;9;8;0
Betta;11;10;1
Bette;10;8;1
Betti;21;22;1
Bettiina;225;213;2
Bettina;814;803;2
Betty;191;203;2
Betul;9;9;0
Betül;12;10;1
Beulah;5;0;0
Beverly;7;0;0
Beyza;5;5;0
Bia;14;14;1
Bianca;461;427;2
Bianka;8;7;0
Bibi;35;30;1
Bich;59;56;1
Bigga;21;21;1
Bih;5;0;0
Bilal;8;0;0
Bilan;10;10;1
Bile;12;11;1
Biljana;9;9;0
Billie;14;14;1
Bina;10;9;1
Binh;7;5;0
Binita;7;0;0
Bint;14;11;1
Binta;39;31;1
Binte;28;22;1
Binti;5;5;0
Bintou;15;12;1
Bintu;8;6;0
Biret;15;14;1
Birge;7;7;0
Birgersdotter;7;8;0
Birgetta;57;59;1
Birgit;3038;3135;3
Birgith;5;6;0
Birgitt;19;19;1
Birgitta;14537;14691;4
Birgitte;49;49;1
Birit;60;67;1
Birita;16;18;1
Biritta;36;36;1
Birjetta;9;9;0
Birketta;9;9;0
Birkitta;64;64;1
Birsen;5;0;0
Birte;7;7;0
Birthe;22;22;1
Bishaaro;6;5;0
Bisharo;7;5;0
Bita;12;11;1
Bitja;6;6;0
Björg;0;5;0
Björk;10;9;1
Björnsdotter;32;32;1
Blanca;31;31;1
Blanche;8;8;0
Blandine;6;5;0
Blanka;31;28;1
Blenda;7;9;0
Bleona;13;11;1
Blerina;17;16;1
Blerona;5;5;0
Blerta;21;20;1
Blessing;35;29;1
Blondina;6;6;0
Blondine;19;24;1
Blue;10;5;1
Bluebell;5;5;0
Bo;10;8;1
Boatemaa;6;0;0
Bodil;234;235;2
Boel;21;21;1
Bogdana;7;8;0
Boglárka;6;5;0
Boi;6;6;0
Bojan;18;18;1
Bonita;11;12;1
Bonnie;26;21;1
Bora;6;0;0
Borbála;9;8;0
Borghild;14;15;1
Borisovna;24;24;1
Bosdotter;11;11;1
Bouchra;11;11;1
Bozena;10;11;1
Bree;6;5;0
Brenda;50;48;1
Brenna;5;5;0
Bria;21;19;1
Briana;22;19;1
Brianna;78;74;1
Brianne;5;5;0
Bricella;10;10;1
Bricilla;9;8;0
Bridget;19;16;1
Brielle;11;8;1
Brigit;5;5;0
Brigitta;45;46;1
Brigitte;67;67;1
Briita;36;40;1
Briitta;562;578;2
Briitta-Liisa;19;20;1
Brisella;7;7;0
Brit;7;7;0
Brita;1644;1735;3
Brita-Liisa;20;22;1
Brita-Lisa;13;13;1
Brita-Stina;0;6;0
Britney;8;8;0
Britt;377;384;2
Britta;700;718;2
Brittany;8;9;0
Britten;6;6;0
Britt-Helen;17;17;1
Britt-Inger;35;36;1
Britt-Lis;6;6;0
Britt-Louise;48;49;1
Britt-Maj;20;22;1
Britt-Mari;158;164;2
Britt-Marie;394;399;2
Britt-May;5;5;0
Brooke;17;18;1
Bruna;8;7;0
Brynhild;8;9;0
Burcu;7;5;0
Burhan;11;7;1
Buse;8;7;0
Bushra;51;43;1
Busra;6;5;0
Buule;5;5;0
Büsra;8;8;0
Bärbel;6;6;0
C;5;5;0
Caarin;6;6;0
Caisa;23;23;1
Caisha;11;12;1
Caitlin;39;36;1
Caitlyn;11;11;1
Caitriona;5;5;0
Cajsa;84;84;1
Cajsa-Stina;5;5;0
Cali;7;7;0
Calista;11;10;1
Calla;6;6;0
Cam;33;31;1
Camelia;11;10;1
Cami;11;11;1
Camila;53;49;1
Camilia;6;6;0
Camilla;5756;5719;3
Camille;51;49;1
Camomilla;8;7;0
Canan;12;12;1
Candace;5;5;0
Candice;12;11;1
Candy;10;9;1
Cansu;11;11;1
Capri;7;7;0
Caprice;5;5;0
Cara;83;80;1
Caramia;18;17;1
Carelia;29;30;1
Caren;14;13;1
Carena;0;5;0
Caridad;8;8;0
Cariina;25;24;1
Carin;213;213;2
Carina;1892;1895;3
Carine;27;27;1
Carissa;28;26;1
Carita;6892;6971;3
Caritas;5;5;0
Caritha;6;7;0
Caritta;16;16;1
Carla;377;365;2
Carlene;5;5;0
Carlina;5;5;0
Carlota;13;12;1
Carlotta;45;43;1
Carlsdotter;8;8;0
Carly;6;0;0
Carme;7;7;0
Carmel;20;19;1
Carmela;94;94;1
Carmelita;10;8;1
Carmen;468;450;2
Carmencita;6;6;0
Carmina;7;6;0
Caro;21;16;1
Carol;63;61;1
Carola;1940;1958;3
Carole;16;16;1
Caroliina;300;294;2
Carolin;129;126;2
Carolina;2085;2052;3
Caroline;1145;1131;3
Carolyn;43;42;1
Carrie;5;0;0
Casandra;107;106;2
Casimira;7;6;0
Cassandra;463;452;2
Cassia;8;8;0
Castalia;9;9;0
Cat;9;8;0
Cata;7;7;0
Cataleya;19;14;1
Catalina;86;81;1
Catariina;38;37;1
Catarina;601;599;2
Catarine;10;10;1
Caterina;103;102;2
Caterine;9;9;0
Catharina;703;702;2
Catharine;30;30;1
Catherina;36;35;1
Catherine;426;419;2
Cathérine;7;7;0
Cathina;8;8;0
Cathleen;5;6;0
Cathrin;24;24;1
Cathrina;11;11;1
Cathrine;95;94;1
Cathryn;11;12;1
Cathy;15;14;1
Cati;6;6;0
Catina;8;8;0
Catja;13;12;1
Catriina;14;14;1
Catrin;108;106;2
Catrina;35;34;1
Catrine;107;105;2
Catriona;17;17;1
Caty;5;5;0
Cayenne;5;5;0
Cea;5;5;0
Cecelia;7;6;0
Cecil;8;5;0
Cecile;20;20;1
Cécile;26;25;1
Cecilia;4994;4822;3
Cécilia;17;17;1
Cecilie;41;37;1
Ceela;9;9;0
Ceelia;5;5;0
Celena;12;9;1
Celene;7;6;0
Celenia;5;0;0
Celeste;145;121;2
Céleste;8;6;0
Celestia;13;10;1
Celestina;9;8;0
Celestine;21;18;1
Célestine;9;8;0
Celia;157;139;2
Célia;8;7;0
Celin;6;5;0
Celina;354;308;2
Celinda;55;54;1
Celine;203;174;2
Céline;56;49;1
Cemile;12;11;1
Cemre;6;5;0
Cenita;8;8;0
Cennet;8;8;0
Cera;5;5;0
Ceren;13;12;1
Ceres;12;11;1
Cerine;5;0;0
Cerys;9;8;0
Cesilia;153;150;2
Cessa;6;6;0
Ceyda;7;6;0
Ceylan;5;0;0
Chaima;7;7;0
Chaimae;5;5;0
Chalita;5;5;0
Chan;8;9;0
Chana;7;7;0
Chandra;10;10;1
Chanel;50;43;1
Chanelle;19;17;1
Chanette;16;15;1
Chang;5;5;0
Chantal;79;76;1
Chantel;11;9;1
Chantelle;25;25;1
Chanya;6;5;0
Charina;7;7;0
Charissa;5;5;0
Charita;9;9;0
Charity;10;10;1
Charlene;28;28;1
Charles;9;8;0
Charlie;23;13;1
Charline;5;5;0
Charlize;11;11;1
Charlot;12;12;1
Charlott;116;116;2
Charlotta;3939;3878;3
Charlotte;1830;1779;3
Charmaine;7;6;0
Chasmine;6;6;0
Chatarina;63;62;1
Chatarine;6;6;0
Chatrin;13;13;1
Chatrina;9;9;0
Chatrine;18;18;1
Chau;33;31;1
Chaweewan;6;5;0
Chayapa;7;6;0
Chebet;9;7;0
Chelsea;56;54;1
Chen;16;14;1
Cheng;5;5;0
Chepchumba;6;0;0
Chepkoech;6;0;0
Cheri;12;11;1
Cherie;10;9;1
Cherifa;5;5;0
Cherry;11;10;1
Cheryl;26;24;1
Chevelle;5;5;0
Cheyenne;12;11;1
Chi;51;44;1
Chia;20;20;1
Chiamaka;27;23;1
Chiara;106;102;2
Chidera;13;12;1
Chidimma;6;6;0
Chidinma;9;8;0
Chikaima;6;5;0
Chimamanda;14;11;1
Chiman;8;8;0
Chinenye;7;6;0
Ching;11;11;1
Chinh;5;5;0
Chintana;5;5;0
Chinwendu;5;0;0
Chinyere;6;6;0
Chioma;38;33;1
Chira;12;11;1
Chisom;8;8;0
Chloe;130;113;2
Chloé;62;58;1
Chloë;5;5;0
Cho;11;8;1
Choi;5;0;0
Chris;36;33;1
Chris-Marie;5;5;0
Chrisse;11;11;1
Christa;686;687;2
Christabel;19;15;1
Christal;28;27;1
Christa-Maria;10;10;1
Christel;700;703;2
Christell;14;13;1
Christella;12;12;1
Christelle;25;23;1
Christersdotter;9;9;0
Christian;5;0;0
Christiana;41;40;1
Christiane;54;52;1
Christianna;5;5;0
Christianne;15;15;1
Christiansdotter;17;18;1
Christie;16;15;1
Christiina;152;149;2
Christin;226;224;2
Christina;6986;6955;3
Christine;2096;2077;3
Christine-Louise;5;5;0
Christy;8;5;0
Chro;5;5;0
Chrystal;9;9;0
Chu;5;5;0
Chun;11;11;1
Cia;178;176;2
Ciana;9;7;0
Ciara;69;64;1
Cicilia;11;11;1
Çigdem;5;0;0
Ciia;40;40;1
Ciira;5;5;0
Cilia;9;8;0
Cilla;150;146;2
Cim;5;5;0
Cina;11;9;1
Cinderella;12;12;1
Cindi;11;11;1
Cindy;222;213;2
Cinja;6;6;0
Cinna;8;6;0
Cira;36;34;1
Cirilla;15;5;1
Cita;5;5;0
Claire;125;121;2
Clara;538;479;2
Clare;31;27;1
Clarice;11;10;1
Clarissa;274;268;2
Clarisse;24;24;1
Clarita;6;6;0
Clark;5;5;0
Clary;70;72;1
Clary-Ann;15;16;1
Claude;8;8;0
Claudette;8;8;0
Claudia;919;871;2
Claudine;28;24;1
Clea;9;8;0
Cléa;5;5;0
Clementine;16;15;1
Clémentine;13;11;1
Cleo;30;20;1
Cleopatra;11;11;1
Clotilde;9;9;0
Coco;29;24;1
Colette;25;23;1
Colleen;8;8;0
Comfort;6;6;0
Con;6;5;0
Concepcion;8;8;0
Concordia;8;7;0
Cong;6;6;0
Connie;10;10;1
Constance;78;76;1
Constanza;6;6;0
Constanze;5;5;0
Consuelo;10;10;1
Cora;24;23;1
Coral;7;7;0
Coralie;10;10;1
Cordelia;19;16;1
Corina;16;15;1
Corinna;57;58;1
Corinne;93;91;1
Cornelia;195;176;2
Cosima;6;5;0
Courtney;11;10;1
Cressida;5;0;0
Crisse;5;5;0
Crista;199;201;2
Cristal;19;19;1
Cristel;26;27;1
Cristiina;82;81;1
Cristin;22;22;1
Cristina;620;606;2
Cristine;68;69;1
Cruz;6;7;0
Crystal;34;34;1
Csilla;10;10;1
Cuc;8;6;0
Cynthia;46;43;1
